baby_id,gender,combined_time,date,time,diaper_type
baby_1,male,"2/4/21, 7:20 PM",2/4/21, 7:20 PM,Mixed
baby_1,male,"2/4/21, 11:25 AM",2/4/21, 11:25 AM,Mixed
baby_1,male,"2/3/21, 1:36 PM",2/3/21, 1:36 PM,Wet
baby_1,male,"2/3/21, 9:38 AM",2/3/21, 9:38 AM,Mixed
baby_1,male,"2/2/21, 6:03 PM",2/2/21, 6:03 PM,Wet
baby_1,male,"2/2/21, 2:20 PM",2/2/21, 2:20 PM,Mixed
baby_1,male,"2/2/21, 11:30 AM",2/2/21, 11:30 AM,Wet
baby_1,male,"2/1/21, 7:12 PM",2/1/21, 7:12 PM,Wet
baby_1,male,"2/1/21, 11:48 AM",2/1/21, 11:48 AM,Wet
baby_1,male,"2/1/21, 7:27 AM",2/1/21, 7:27 AM,Mixed
