baby_id,combined_time,date,time,feeding-side,left_duration_min,right_duration_min,total_feeding_duration_min
baby_1,"6/18/22, 9:49 AM",6/18/22, 9:49 AM,Left,7,,7
baby_1,"3/24/21, 5:59 PM",3/24/21, 5:59 PM,Left,2,,4
baby_1,"3/24/21, 1:55 PM",3/24/21, 1:55 PM,Right,2,2,4
baby_1,"2/28/21, 6:38 PM",2/28/21, 6:38 PM,Left,6,,6
baby_1,"2/28/21, 12:09 PM",2/28/21, 12:09 PM,Both,2,2,4
baby_1,"2/27/21, 6:13 PM",2/27/21, 6:13 PM,Both,2,2,4
baby_1,"2/27/21, 11:33 AM",2/27/21, 11:33 AM,Both,2,2,4
baby_1,"2/26/21, 7:12 PM",2/26/21, 7:12 PM,Both,2,2,4
baby_1,"2/26/21, 3:23 PM",2/26/21, 3:23 PM,Both,2,2,4
baby_1,"2/24/21, 6:41 PM",2/24/21, 6:41 PM,Right,,4,4
baby_1,"2/21/21, 7:33 PM",2/21/21, 7:33 PM,Both,2,2,4
baby_1,"2/21/21, 2:53 PM",2/21/21, 2:53 PM,Both,2,2,4
baby_1,"2/21/21, 12:00 PM",2/21/21, 12:00 PM,Both,2,2,4
baby_1,"2/20/21, 6:04 PM",2/20/21, 6:04 PM,Both,2,2,4
baby_1,"2/20/21, 3:14 PM",2/20/21, 3:14 PM,Both,2,2,4
baby_1,"2/19/21, 7:06 PM",2/19/21, 7:06 PM,Both,2,2,4
baby_1,"2/19/21, 3:41 PM",2/19/21, 3:41 PM,Left,4,,4
baby_1,"2/19/21, 12:37 PM",2/19/21, 12:37 PM,Left,4,,4
baby_1,"2/19/21, 7:35 AM",2/19/21, 7:35 AM,Both,2,2,4
baby_1,"2/18/21, 6:12 PM",2/18/21, 6:12 PM,Right,,3,3
baby_1,"2/17/21, 6:32 PM",2/17/21, 6:32 PM,Left,2,2,4
baby_1,"2/17/21, 2:29 PM",2/17/21, 2:29 PM,Both,2,2,4
baby_1,"2/16/21, 7:35 PM",2/16/21, 7:35 PM,Both,2,2,4
baby_1,"2/16/21, 1:59 PM",2/16/21, 1:59 PM,Both,2,2,4
baby_1,"2/15/21, 5:58 PM",2/15/21, 5:58 PM,Right,,2,2
baby_1,"2/15/21, 1:42 PM",2/15/21, 1:42 PM,Left,6,,6
baby_1,"2/15/21, 6:41 AM",2/15/21, 6:41 AM,Both,2,2,4
baby_1,"2/14/21, 6:54 PM",2/14/21, 6:54 PM,Both,2,2,4
baby_1,"2/14/21, 2:55 PM",2/14/21, 2:55 PM,Both,2,2,4
baby_1,"2/14/21, 11:32 AM",2/14/21, 11:32 AM,Right,,2,2
baby_1,"2/13/21, 7:09 PM",2/13/21, 7:09 PM,Both,2,2,4
baby_1,"2/13/21, 4:01 PM",2/13/21, 4:01 PM,Both,2,2,4
baby_1,"2/13/21, 1:22 PM",2/13/21, 1:22 PM,Left,3,,3
baby_1,"2/13/21, 6:47 AM",2/13/21, 6:47 AM,Both,2,2,4
baby_1,"2/12/21, 5:53 PM",2/12/21, 5:53 PM,Both,2,2,4
baby_1,"2/12/21, 11:18 AM",2/12/21, 11:18 AM,Right,,6,6
baby_1,"2/12/21, 7:21 AM",2/12/21, 7:21 AM,Right,,4,4
baby_1,"2/11/21, 7:32 PM",2/11/21, 7:32 PM,Both,2,2,4
baby_1,"2/11/21, 2:09 PM",2/11/21, 2:09 PM,Both,2,2,4
baby_1,"2/11/21, 5:35 AM",2/11/21, 5:35 AM,Both,2,2,4
baby_1,"2/10/21, 3:47 PM",2/10/21, 3:47 PM,Left,3,,3
baby_1,"2/10/21, 1:55 PM",2/10/21, 1:55 PM,Right,,65,65
baby_1,"2/10/21, 5:25 AM",2/10/21, 5:25 AM,Both,2,2,4
baby_1,"2/9/21, 6:44 PM",2/9/21, 6:44 PM,Right,,7,7
baby_1,"2/9/21, 3:11 PM",2/9/21, 3:11 PM,Left,2,,2
baby_1,"2/9/21, 1:43 PM",2/9/21, 1:43 PM,Right,,5,5
baby_1,"2/8/21, 3:07 PM",2/8/21, 3:07 PM,Both,2,2,4
baby_1,"2/8/21, 1:40 PM",2/8/21, 1:40 PM,Left,3,,3
baby_1,"2/7/21, 7:24 PM",2/7/21, 7:24 PM,Both,2,2,4
baby_1,"2/7/21, 3:32 PM",2/7/21, 3:32 PM,Left,3,,3
baby_1,"2/7/21, 12:09 PM",2/7/21, 12:09 PM,Right,1,4,5
baby_1,"2/6/21, 6:00 PM",2/6/21, 6:00 PM,Both,2,2,4
baby_1,"2/6/21, 2:31 PM",2/6/21, 2:31 PM,Both,2,2,4
baby_1,"2/6/21, 10:33 AM",2/6/21, 10:33 AM,Left,4,,4
baby_1,"2/5/21, 8:00 PM",2/5/21, 8:00 PM,Left,5,,5
baby_1,"2/5/21, 3:22 PM",2/5/21, 3:22 PM,Left,3,,3
baby_1,"2/5/21, 1:01 PM",2/5/21, 1:01 PM,Right,,3,3
baby_1,"2/5/21, 7:20 AM",2/5/21, 7:20 AM,Left,4,,4
baby_1,"2/4/21, 6:52 PM",2/4/21, 6:52 PM,Right,,3,3
baby_1,"2/4/21, 3:50 PM",2/4/21, 3:50 PM,Both,2,2,4
baby_1,"2/4/21, 1:41 PM",2/4/21, 1:41 PM,Right,,3,3
baby_1,"2/4/21, 5:18 AM",2/4/21, 5:18 AM,Both,2,2,4
baby_1,"2/3/21, 7:20 PM",2/3/21, 7:20 PM,Both,3,3,6
baby_1,"2/3/21, 5:05 PM",2/3/21, 5:05 PM,Left,1,2,3
baby_1,"2/3/21, 1:36 PM",2/3/21, 1:36 PM,Left,6,,6
baby_1,"2/2/21, 7:17 PM",2/2/21, 7:17 PM,Left,5,,5
baby_1,"2/2/21, 3:21 PM",2/2/21, 3:21 PM,Left,3,,3
baby_1,"2/2/21, 1:40 PM",2/2/21, 1:40 PM,Right,,5,5
baby_1,"2/1/21, 6:48 PM",2/1/21, 6:48 PM,Right,,2,2
baby_1,"2/1/21, 1:33 PM",2/1/21, 1:33 PM,Right,,4,4
baby_1,"2/1/21, 5:29 AM",2/1/21, 5:29 AM,Right,,4,4
baby_1,"1/31/21, 7:09 PM",1/31/21, 7:09 PM,Both,3,3,6
baby_1,"1/31/21, 1:49 PM",1/31/21, 1:49 PM,Left,4,,4
baby_1,"1/30/21, 7:25 PM",1/30/21, 7:25 PM,Left,3,,3
baby_1,"1/30/21, 12:30 PM",1/30/21, 12:30 PM,Right,,3,3
baby_1,"1/30/21, 11:41 AM",1/30/21, 11:41 AM,Left,,1,1
baby_1,"1/30/21, 8:14 AM",1/30/21, 8:14 AM,Right,,6,6
baby_1,"1/29/21, 7:05 PM",1/29/21, 7:05 PM,Right,,2,2
baby_1,"1/29/21, 3:32 PM",1/29/21, 3:32 PM,Left,3,,3
baby_1,"1/29/21, 1:37 PM",1/29/21, 1:37 PM,Right,,5,5
baby_1,"1/29/21, 4:55 AM",1/29/21, 4:55 AM,Left,3,3,6
baby_1,"1/28/21, 7:28 PM",1/28/21, 7:28 PM,Right,,3,3
baby_1,"1/28/21, 3:57 PM",1/28/21, 3:57 PM,Left,5,,5
baby_1,"1/28/21, 1:32 PM",1/28/21, 1:32 PM,Right,1,3,4
baby_1,"1/27/21, 7:09 PM",1/27/21, 7:09 PM,Left,2,,2
baby_1,"1/27/21, 4:04 PM",1/27/21, 4:04 PM,Left,2,,2
baby_1,"1/27/21, 1:49 PM",1/27/21, 1:49 PM,Left,3,1,4
baby_1,"1/26/21, 7:17 PM",1/26/21, 7:17 PM,Right,1,3,4
baby_1,"1/26/21, 3:00 PM",1/26/21, 3:00 PM,Left,3,,3
baby_1,"1/26/21, 1:51 PM",1/26/21, 1:51 PM,Right,,4,4
baby_1,"1/25/21, 6:23 PM",1/25/21, 6:23 PM,Right,1,3,4
baby_1,"1/25/21, 2:42 PM",1/25/21, 2:42 PM,Right,,2,2
baby_1,"1/25/21, 12:50 PM",1/25/21, 12:50 PM,Left,1,2,3
baby_1,"1/25/21, 10:31 AM",1/25/21, 10:31 AM,Left,3,,3
baby_1,"1/25/21, 5:59 AM",1/25/21, 5:59 AM,Right,,3,3
baby_1,"1/24/21, 6:40 PM",1/24/21, 6:40 PM,Left,2,,2
baby_1,"1/24/21, 3:44 PM",1/24/21, 3:44 PM,Left,3,1,4
baby_1,"1/24/21, 12:10 PM",1/24/21, 12:10 PM,Right,,2,2
baby_1,"1/24/21, 10:34 AM",1/24/21, 10:34 AM,Right,2,1,3
baby_1,"1/24/21, 7:08 AM",1/24/21, 7:08 AM,Right,,4,4
baby_1,"1/24/21, 5:20 AM",1/24/21, 5:20 AM,,3,3,6
baby_1,"1/23/21, 6:44 PM",1/23/21, 6:44 PM,Right,,4,4
baby_1,"1/23/21, 3:18 PM",1/23/21, 3:18 PM,Left,5,,5
baby_1,"1/23/21, 12:28 PM",1/23/21, 12:28 PM,Left,1,1,2
baby_1,"1/23/21, 7:06 AM",1/23/21, 7:06 AM,Right,,4,4
baby_1,"1/23/21, 5:33 AM",1/23/21, 5:33 AM,Both,3,3,6
baby_1,"1/22/21, 6:25 PM",1/22/21, 6:25 PM,Right,2,2,4
baby_1,"1/22/21, 3:00 PM",1/22/21, 3:00 PM,Left,3,,3
baby_1,"1/22/21, 2:03 PM",1/22/21, 2:03 PM,Right,,3,3
baby_1,"1/22/21, 10:53 AM",1/22/21, 10:53 AM,Left,,4,4
baby_1,"1/22/21, 7:05 AM",1/22/21, 7:05 AM,Left,1,2,3
baby_1,"1/21/21, 5:51 PM",1/21/21, 5:51 PM,Right,3,2,5
baby_1,"1/21/21, 2:01 PM",1/21/21, 2:01 PM,Left,2,1,3
baby_1,"1/21/21, 6:50 AM",1/21/21, 6:50 AM,Left,2,2,4
baby_1,"1/20/21, 6:43 PM",1/20/21, 6:43 PM,Right,2,2,4
baby_1,"1/20/21, 3:05 PM",1/20/21, 3:05 PM,Left,3,,3
baby_1,"1/20/21, 1:48 PM",1/20/21, 1:48 PM,Right,3,2,5
baby_1,"1/20/21, 6:57 AM",1/20/21, 6:57 AM,Left,,1,1
baby_1,"1/20/21, 4:09 AM",1/20/21, 4:09 AM,Left,1,,1
baby_1,"1/20/21, 3:10 AM",1/20/21, 3:10 AM,Left,7,,7
baby_1,"1/20/21, 1:06 AM",1/20/21, 1:06 AM,Right,,4,4
baby_1,"1/19/21, 10:57 PM",1/19/21, 10:57 PM,Left,2,,2
baby_1,"1/19/21, 8:57 PM",1/19/21, 8:57 PM,Right,,1,1
baby_1,"1/19/21, 6:00 PM",1/19/21, 6:00 PM,Left,2,,2
baby_1,"1/19/21, 3:38 PM",1/19/21, 3:38 PM,Right,1,2,3
baby_1,"1/19/21, 1:33 PM",1/19/21, 1:33 PM,Left,2,2,4
baby_1,"1/19/21, 6:46 AM",1/19/21, 6:46 AM,Left,3,,3
baby_1,"1/19/21, 4:05 AM",1/19/21, 4:05 AM,Right,,7,7
baby_1,"1/19/21, 2:13 AM",1/19/21, 2:13 AM,Left,4,,4
baby_1,"1/19/21, 12:12 AM",1/19/21, 12:12 AM,Right,,7,7
baby_1,"1/18/21, 9:27 PM",1/18/21, 9:27 PM,Left,5,,5
baby_1,"1/18/21, 6:41 PM",1/18/21, 6:41 PM,Left,2,2,4
baby_1,"1/18/21, 4:55 PM",1/18/21, 4:55 PM,Right,,2,2
baby_1,"1/18/21, 2:43 PM",1/18/21, 2:43 PM,Left,2,,2
baby_1,"1/18/21, 1:35 PM",1/18/21, 1:35 PM,Right,2,3,5
baby_1,"1/18/21, 5:29 AM",1/18/21, 5:29 AM,Left,3,,3
baby_1,"1/17/21, 7:25 PM",1/17/21, 7:25 PM,Left,3,1,4
baby_1,"1/17/21, 3:38 PM",1/17/21, 3:38 PM,Right,2,3,5
baby_1,"1/17/21, 11:45 AM",1/17/21, 11:45 AM,Left,2,3,5
baby_1,"1/17/21, 8:25 AM",1/17/21, 8:25 AM,Right,1,2,3
baby_1,"1/16/21, 7:23 PM",1/16/21, 7:23 PM,Left,3,,3
baby_1,"1/16/21, 5:49 PM",1/16/21, 5:49 PM,Right,1,4,5
baby_1,"1/16/21, 1:54 PM",1/16/21, 1:54 PM,Both,2,2,4
baby_1,"1/16/21, 10:07 AM",1/16/21, 10:07 AM,Right,2,,2
baby_1,"1/16/21, 7:03 AM",1/16/21, 7:03 AM,Left,3,,3
baby_1,"1/15/21, 6:13 PM",1/15/21, 6:13 PM,Left,1,3,4
baby_1,"1/15/21, 4:51 PM",1/15/21, 4:51 PM,Left,1,1,2
baby_1,"1/15/21, 2:04 PM",1/15/21, 2:04 PM,Right,2,3,5
baby_1,"1/15/21, 6:45 AM",1/15/21, 6:45 AM,Left,2,2,4
baby_1,"1/15/21, 1:30 AM",1/15/21, 1:30 AM,Both,2,2,4
baby_1,"1/14/21, 5:29 PM",1/14/21, 5:29 PM,Right,2,2,4
baby_1,"1/14/21, 1:47 PM",1/14/21, 1:47 PM,Left,2,3,5
baby_1,"1/14/21, 6:55 AM",1/14/21, 6:55 AM,Left,3,1,4
baby_1,"1/13/21, 5:33 PM",1/13/21, 5:33 PM,Left,5,,5
baby_1,"1/13/21, 2:09 PM",1/13/21, 2:09 PM,Right,1,2,3
baby_1,"1/13/21, 6:58 AM",1/13/21, 6:58 AM,Right,1,2,3
baby_1,"1/12/21, 7:48 PM",1/12/21, 7:48 PM,Right,,8,8
baby_1,"1/12/21, 4:06 PM",1/12/21, 4:06 PM,Right,1,2,3
baby_1,"1/12/21, 1:51 PM",1/12/21, 1:51 PM,Left,1,2,3
baby_1,"1/12/21, 7:07 AM",1/12/21, 7:07 AM,Left,2,2,4
baby_1,"1/11/21, 6:44 PM",1/11/21, 6:44 PM,Left,2,2,4
baby_1,"1/11/21, 3:01 PM",1/11/21, 3:01 PM,Right,,4,4
baby_1,"1/11/21, 11:34 AM",1/11/21, 11:34 AM,Left,2,2,4
baby_1,"1/11/21, 7:14 AM",1/11/21, 7:14 AM,Left,3,2,5
baby_1,"1/10/21, 6:24 PM",1/10/21, 6:24 PM,Left,5,,5
baby_1,"1/10/21, 2:59 PM",1/10/21, 2:59 PM,Right,3,2,5
baby_1,"1/10/21, 12:47 PM",1/10/21, 12:47 PM,Left,2,1,3
baby_1,"1/10/21, 10:37 AM",1/10/21, 10:37 AM,Left,2,2,4
baby_1,"1/10/21, 7:02 AM",1/10/21, 7:02 AM,Right,3,1,4
baby_1,"1/9/21, 8:07 PM",1/9/21, 8:07 PM,Right,3,1,4
baby_1,"1/9/21, 6:17 PM",1/9/21, 6:17 PM,Right,2,2,4
baby_1,"1/9/21, 3:45 PM",1/9/21, 3:45 PM,Left,2,2,4
baby_1,"1/9/21, 12:34 PM",1/9/21, 12:34 PM,Left,2,2,4
baby_1,"1/9/21, 9:50 AM",1/9/21, 9:50 AM,Right,1,1,2
baby_1,"1/9/21, 7:22 AM",1/9/21, 7:22 AM,Left,2,1,3
baby_1,"1/8/21, 7:12 PM",1/8/21, 7:12 PM,Left,7,,7
baby_1,"1/8/21, 3:24 PM",1/8/21, 3:24 PM,Left,3,2,5
baby_1,"1/8/21, 1:02 PM",1/8/21, 1:02 PM,Left,1,1,2
baby_1,"1/8/21, 11:03 AM",1/8/21, 11:03 AM,Both,2,2,4
baby_1,"1/8/21, 5:19 AM",1/8/21, 5:19 AM,Left,3,2,5
baby_1,"1/7/21, 8:41 PM",1/7/21, 8:41 PM,Left,3,1,4
baby_1,"1/7/21, 7:19 PM",1/7/21, 7:19 PM,Right,,2,2
baby_1,"1/7/21, 5:43 PM",1/7/21, 5:43 PM,Left,3,,3
baby_1,"1/7/21, 5:03 PM",1/7/21, 5:03 PM,Right,1,2,3
baby_1,"1/7/21, 1:40 PM",1/7/21, 1:40 PM,Left,1,2,3
baby_1,"1/7/21, 7:14 AM",1/7/21, 7:14 AM,Left,2,4,6
baby_1,"1/6/21, 7:44 PM",1/6/21, 7:44 PM,Both,2,2,4
baby_1,"1/6/21, 3:36 PM",1/6/21, 3:36 PM,Left,2,2,4
baby_1,"1/6/21, 1:44 PM",1/6/21, 1:44 PM,Left,3,2,5
baby_1,"1/6/21, 7:27 AM",1/6/21, 7:27 AM,Left,1,2,3
baby_1,"1/5/21, 7:29 PM",1/5/21, 7:29 PM,Left,2,2,4
baby_1,"1/5/21, 4:03 PM",1/5/21, 4:03 PM,Left,2,2,4
baby_1,"1/5/21, 1:46 PM",1/5/21, 1:46 PM,Left,3,1,4
baby_1,"1/5/21, 7:11 AM",1/5/21, 7:11 AM,Right,2,2,4
baby_1,"1/5/21, 4:55 AM",1/5/21, 4:55 AM,Left,4,,4
baby_1,"1/4/21, 7:46 PM",1/4/21, 7:46 PM,Right,3,2,5
baby_1,"1/4/21, 3:56 PM",1/4/21, 3:56 PM,Left,2,2,4
baby_1,"1/4/21, 1:32 PM",1/4/21, 1:32 PM,Right,3,2,5
baby_1,"1/4/21, 7:05 AM",1/4/21, 7:05 AM,Left,3,1,4
baby_1,"1/3/21, 6:58 PM",1/3/21, 6:58 PM,Right,3,2,5
baby_1,"1/3/21, 4:15 PM",1/3/21, 4:15 PM,Left,2,1,3
baby_1,"1/3/21, 1:10 PM",1/3/21, 1:10 PM,Right,2,2,4
baby_1,"1/3/21, 10:40 AM",1/3/21, 10:40 AM,Left,2,1,3
baby_1,"1/3/21, 7:09 AM",1/3/21, 7:09 AM,Right,4,1,5
baby_1,"1/2/21, 9:11 PM",1/2/21, 9:11 PM,Right,2,4,6
baby_1,"1/2/21, 7:14 PM",1/2/21, 7:14 PM,Left,2,1,3
baby_1,"1/2/21, 3:53 PM",1/2/21, 3:53 PM,Right,3,2,5
baby_1,"1/2/21, 1:25 PM",1/2/21, 1:25 PM,Right,3,3,6
baby_1,"1/2/21, 9:32 AM",1/2/21, 9:32 AM,Left,4,,4
baby_1,"1/2/21, 7:13 AM",1/2/21, 7:13 AM,Right,2,1,3
baby_1,"1/2/21, 5:36 AM",1/2/21, 5:36 AM,Left,1,2,3
baby_1,"1/1/21, 8:17 PM",1/1/21, 8:17 PM,Right,5,3,8
baby_1,"1/1/21, 5:23 PM",1/1/21, 5:23 PM,Left,2,1,3
baby_1,"1/1/21, 2:43 PM",1/1/21, 2:43 PM,Right,3,2,5
baby_1,"1/1/21, 12:22 PM",1/1/21, 12:22 PM,Left,3,1,4
baby_1,"1/1/21, 9:45 AM",1/1/21, 9:45 AM,Right,2,1,3
baby_1,"1/1/21, 6:38 AM",1/1/21, 6:38 AM,Left,4,,4
baby_1,"1/1/21, 5:11 AM",1/1/21, 5:11 AM,Right,,3,3
baby_1,"12/31/20, 11:53 PM",12/31/20, 11:53 PM,Left,5,,5
baby_1,"12/31/20, 10:04 PM",12/31/20, 10:04 PM,Left,1,2,3
baby_1,"12/31/20, 7:42 PM",12/31/20, 7:42 PM,Right,2,2,4
baby_1,"12/31/20, 4:49 PM",12/31/20, 4:49 PM,Left,2,,2
baby_1,"12/31/20, 3:25 PM",12/31/20, 3:25 PM,Right,2,2,4
baby_1,"12/31/20, 12:34 PM",12/31/20, 12:34 PM,Left,2,2,4
baby_1,"12/31/20, 10:50 AM",12/31/20, 10:50 AM,Left,4,1,5
baby_1,"12/31/20, 8:05 AM",12/31/20, 8:05 AM,Right,3,1,4
baby_1,"12/31/20, 5:06 AM",12/31/20, 5:06 AM,Right,,2,2
baby_1,"12/31/20, 3:43 AM",12/31/20, 3:43 AM,Left,3,,3
baby_1,"12/31/20, 12:05 AM",12/31/20, 12:05 AM,Right,3,1,4
baby_1,"12/30/20, 9:06 PM",12/30/20, 9:06 PM,Left,1,6,7
baby_1,"12/30/20, 7:17 PM",12/30/20, 7:17 PM,Left,5,5,10
baby_1,"12/30/20, 3:50 PM",12/30/20, 3:50 PM,Left,2,1,3
baby_1,"12/30/20, 1:37 PM",12/30/20, 1:37 PM,Left,4,1,5
baby_1,"12/30/20, 9:17 AM",12/30/20, 9:17 AM,Right,,3,3
baby_1,"12/30/20, 6:12 AM",12/30/20, 6:12 AM,Left,6,,6
baby_1,"12/29/20, 8:37 PM",12/29/20, 8:37 PM,Both,1,1,2
baby_1,"12/29/20, 6:04 PM",12/29/20, 6:04 PM,Left,1,3,4
baby_1,"12/29/20, 2:43 PM",12/29/20, 2:43 PM,Right,3,1,4
baby_1,"12/29/20, 12:57 PM",12/29/20, 12:57 PM,Left,4,2,6
baby_1,"12/29/20, 10:28 AM",12/29/20, 10:28 AM,Right,1,2,3
baby_1,"12/29/20, 7:36 AM",12/29/20, 7:36 AM,Left,2,2,4
baby_1,"12/29/20, 4:03 AM",12/29/20, 4:03 AM,Left,5,,5
baby_1,"12/29/20, 1:14 AM",12/29/20, 1:14 AM,Right,,5,5
baby_1,"12/28/20, 9:46 PM",12/28/20, 9:46 PM,Left,5,,5
baby_1,"12/28/20, 7:00 PM",12/28/20, 7:00 PM,Both,3,3,6
baby_1,"12/28/20, 6:01 PM",12/28/20, 6:01 PM,Right,,2,2
baby_1,"12/28/20, 4:03 PM",12/28/20, 4:03 PM,Left,2,2,4
baby_1,"12/28/20, 12:54 PM",12/28/20, 12:54 PM,Right,1,2,3
baby_1,"12/28/20, 10:33 AM",12/28/20, 10:33 AM,Left,3,,3
baby_1,"12/28/20, 7:57 AM",12/28/20, 7:57 AM,Right,3,2,5
baby_1,"12/28/20, 5:33 AM",12/28/20, 5:33 AM,Left,4,,4
baby_1,"12/27/20, 6:22 PM",12/27/20, 6:22 PM,Right,2,1,3
baby_1,"12/27/20, 3:47 PM",12/27/20, 3:47 PM,Left,3,2,5
baby_1,"12/27/20, 12:36 PM",12/27/20, 12:36 PM,Both,2,4,6
baby_1,"12/27/20, 9:15 AM",12/27/20, 9:15 AM,Right,2,2,4
baby_1,"12/27/20, 7:09 AM",12/27/20, 7:09 AM,Left,2,,2
baby_1,"12/27/20, 5:28 AM",12/27/20, 5:28 AM,Right,,4,4
baby_1,"12/27/20, 2:12 AM",12/27/20, 2:12 AM,Right,4,2,6
baby_1,"12/27/20, 12:19 AM",12/27/20, 12:19 AM,Left,3,,3
baby_1,"12/26/20, 10:06 PM",12/26/20, 10:06 PM,Right,,5,5
baby_1,"12/26/20, 7:12 PM",12/26/20, 7:12 PM,Left,2,1,3
baby_1,"12/26/20, 4:33 PM",12/26/20, 4:33 PM,Right,1,2,3
baby_1,"12/26/20, 2:32 PM",12/26/20, 2:32 PM,Left,2,1,3
baby_1,"12/26/20, 11:51 AM",12/26/20, 11:51 AM,Right,3,2,5
baby_1,"12/26/20, 8:35 AM",12/26/20, 8:35 AM,Left,3,1,4
baby_1,"12/26/20, 6:48 AM",12/26/20, 6:48 AM,Right,1,1,2
baby_1,"12/26/20, 5:14 AM",12/26/20, 5:14 AM,Right,,3,3
baby_1,"12/26/20, 4:18 AM",12/26/20, 4:18 AM,Left,3,,3
baby_1,"12/26/20, 1:11 AM",12/26/20, 1:11 AM,Right,,1,1
baby_1,"12/25/20, 7:38 PM",12/25/20, 7:38 PM,Left,2,1,3
baby_1,"12/25/20, 4:35 PM",12/25/20, 4:35 PM,Right,2,2,4
baby_1,"12/25/20, 2:15 PM",12/25/20, 2:15 PM,Left,3,,3
baby_1,"12/25/20, 11:39 AM",12/25/20, 11:39 AM,Right,1,2,3
baby_1,"12/25/20, 9:46 AM",12/25/20, 9:46 AM,Left,2,,2
baby_1,"12/25/20, 7:30 AM",12/25/20, 7:30 AM,Right,,4,4
baby_1,"12/25/20, 5:19 AM",12/25/20, 5:19 AM,Left,3,,3
baby_1,"12/25/20, 1:09 AM",12/25/20, 1:09 AM,Right,,1,1
baby_1,"12/24/20, 7:47 PM",12/24/20, 7:47 PM,Left,1,3,4
baby_1,"12/24/20, 4:30 PM",12/24/20, 4:30 PM,Right,3,2,5
baby_1,"12/24/20, 1:40 PM",12/24/20, 1:40 PM,Left,3,1,4
baby_1,"12/24/20, 10:25 AM",12/24/20, 10:25 AM,Right,2,1,3
baby_1,"12/24/20, 8:10 AM",12/24/20, 8:10 AM,Left,2,2,4
baby_1,"12/24/20, 6:10 AM",12/24/20, 6:10 AM,Right,,2,2
baby_1,"12/24/20, 3:25 AM",12/24/20, 3:25 AM,Left,4,,4
baby_1,"12/23/20, 9:52 PM",12/23/20, 9:52 PM,Right,1,3,4
baby_1,"12/23/20, 6:57 PM",12/23/20, 6:57 PM,Right,2,1,3
baby_1,"12/23/20, 5:12 PM",12/23/20, 5:12 PM,Left,2,1,3
baby_1,"12/23/20, 2:30 PM",12/23/20, 2:30 PM,Right,2,2,4
baby_1,"12/23/20, 12:07 PM",12/23/20, 12:07 PM,Left,3,1,4
baby_1,"12/23/20, 9:20 AM",12/23/20, 9:20 AM,Right,2,2,4
baby_1,"12/23/20, 6:39 AM",12/23/20, 6:39 AM,Left,3,,3
baby_1,"12/23/20, 5:25 AM",12/23/20, 5:25 AM,Right,,1,1
baby_1,"12/23/20, 3:49 AM",12/23/20, 3:49 AM,Right,,1,1
baby_1,"12/23/20, 1:52 AM",12/23/20, 1:52 AM,Left,2,,2
baby_1,"12/22/20, 11:28 PM",12/22/20, 11:28 PM,Left,6,,6
baby_1,"12/22/20, 8:45 PM",12/22/20, 8:45 PM,Right,,6,6
baby_1,"12/22/20, 6:51 PM",12/22/20, 6:51 PM,Left,3,,3
baby_1,"12/22/20, 4:53 PM",12/22/20, 4:53 PM,Left,2,1,3
baby_1,"12/22/20, 2:15 PM",12/22/20, 2:15 PM,Right,4,4,8
baby_1,"12/22/20, 7:50 AM",12/22/20, 7:50 AM,Left,3,1,4
baby_1,"12/22/20, 5:42 AM",12/22/20, 5:42 AM,Left,2,,2
baby_1,"12/22/20, 4:01 AM",12/22/20, 4:01 AM,Right,,3,3
baby_1,"12/21/20, 6:54 PM",12/21/20, 6:54 PM,Left,4,1,5
baby_1,"12/21/20, 3:45 PM",12/21/20, 3:45 PM,Right,1,3,4
baby_1,"12/21/20, 1:19 PM",12/21/20, 1:19 PM,Left,3,1,4
baby_1,"12/21/20, 10:42 AM",12/21/20, 10:42 AM,Right,2,3,5
baby_1,"12/21/20, 6:44 AM",12/21/20, 6:44 AM,Left,3,1,4
baby_1,"12/21/20, 4:31 AM",12/21/20, 4:31 AM,Left,,2,2
baby_1,"12/21/20, 1:38 AM",12/21/20, 1:38 AM,Left,4,,4
baby_1,"12/20/20, 10:58 PM",12/20/20, 10:58 PM,Right,,10,10
baby_1,"12/20/20, 6:56 PM",12/20/20, 6:56 PM,Left,4,,4
baby_1,"12/20/20, 3:45 PM",12/20/20, 3:45 PM,Right,,4,4
baby_1,"12/20/20, 12:37 PM",12/20/20, 12:37 PM,Left,2,2,4
baby_1,"12/20/20, 10:05 AM",12/20/20, 10:05 AM,Right,1,2,3
baby_1,"12/20/20, 7:24 AM",12/20/20, 7:24 AM,Left,3,1,4
baby_1,"12/20/20, 4:30 AM",12/20/20, 4:30 AM,Right,,3,3
baby_1,"12/20/20, 2:36 AM",12/20/20, 2:36 AM,Left,6,,6
baby_1,"12/19/20, 10:07 PM",12/19/20, 10:07 PM,Right,,2,2
baby_1,"12/19/20, 7:22 PM",12/19/20, 7:22 PM,Left,2,1,3
baby_1,"12/19/20, 5:41 PM",12/19/20, 5:41 PM,Right,2,1,3
baby_1,"12/19/20, 2:54 PM",12/19/20, 2:54 PM,Left,5,,5
baby_1,"12/19/20, 12:31 PM",12/19/20, 12:31 PM,Right,,3,3
baby_1,"12/19/20, 10:31 AM",12/19/20, 10:31 AM,Left,2,,2
baby_1,"12/19/20, 8:39 AM",12/19/20, 8:39 AM,Right,,1,1
baby_1,"12/19/20, 6:40 AM",12/19/20, 6:40 AM,Left,1,,1
baby_1,"12/19/20, 3:23 AM",12/19/20, 3:23 AM,Right,,3,3
baby_1,"12/19/20, 1:06 AM",12/19/20, 1:06 AM,Left,6,,6
