total_feeding_min,days_in_range,baby_1_feeding_days_in_range,baby_1_feeding _min,total_baby_1_feeding _days,baby_1_avg_feedomg_hrs_day,baby_2_feeding_days_in_range,baby_2_feeding _min,total_baby_2_feeding _days,baby_3_feeding_days_in_range,baby_3_feeding _min,total_baby_3_feeding _days,baby_3_avg_feeding_hrs_day
43243,474,295,17101,11.87569444,0.494820602,95,17606,12.22638889,84,8536,5.927777778,0.246990741
