baby_id,combined_time,date,time,total_sleep_min
baby_1,"4/17/23, 10:25 AM",4/17/23, 10:25 AM,260
baby_1,"4/12/23, 9:15 AM",4/12/23, 9:15 AM,7270
baby_1,"1/25/23, 9:20 AM",1/25/23, 9:20 AM,3196
baby_1,"12/19/22, 10:23 AM",12/19/22, 10:23 AM,1344
baby_1,"12/14/22, 9:30 AM",12/14/22, 9:30 AM,1421
baby_1,"12/6/22, 10:08 AM",12/6/22, 10:08 AM,1468
baby_1,"10/19/22, 9:05 AM",10/19/22, 9:05 AM,132
baby_1,"10/18/22, 8:44 PM",10/18/22, 8:44 PM,500
baby_1,"10/5/22, 9:47 AM",10/5/22, 9:47 AM,67
baby_1,"10/3/22, 11:00 AM",10/3/22, 11:00 AM,85
baby_1,"10/2/22, 11:31 AM",10/2/22, 11:31 AM,87
baby_1,"10/1/22, 9:45 AM",10/1/22, 9:45 AM,74
baby_1,"9/22/22, 10:04 AM",9/22/22, 10:04 AM,99
baby_1,"9/14/22, 10:24 AM",9/14/22, 10:24 AM,1738
baby_1,"9/10/22, 10:12 AM",9/10/22, 10:12 AM,49
baby_1,"9/9/22, 10:55 AM",9/9/22, 10:55 AM,87
baby_1,"9/7/22, 10:17 AM",9/7/22, 10:17 AM,67
baby_1,"9/6/22, 10:09 AM",9/6/22, 10:09 AM,63
baby_1,"9/5/22, 9:30 AM",9/5/22, 9:30 AM,73
baby_1,"9/4/22, 12:18 PM",9/4/22, 12:18 PM,63
baby_1,"9/3/22, 10:33 AM",9/3/22, 10:33 AM,1127
baby_1,"8/31/22, 10:04 AM",8/31/22, 10:04 AM,116
baby_1,"8/30/22, 9:24 AM",8/30/22, 9:24 AM,134
baby_1,"8/29/22, 4:55 PM",8/29/22, 4:55 PM,743
baby_1,"8/28/22, 9:23 AM",8/28/22, 9:23 AM,146
baby_1,"8/27/22, 5:14 PM",8/27/22, 5:14 PM,647
baby_1,"8/27/22, 8:31 AM",8/27/22, 8:31 AM,143
baby_1,"8/24/22, 8:45 AM",8/24/22, 8:45 AM,46
baby_1,"8/23/22, 10:15 AM",8/23/22, 10:15 AM,76
baby_1,"8/22/22, 6:17 PM",8/22/22, 6:17 PM,552
baby_1,"8/22/22, 10:13 AM",8/22/22, 10:13 AM,85
baby_1,"8/21/22, 5:23 PM",8/21/22, 5:23 PM,622
baby_1,"8/21/22, 10:35 AM",8/21/22, 10:35 AM,45
baby_1,"8/20/22, 9:29 AM",8/20/22, 9:29 AM,72
baby_1,"8/19/22, 9:59 AM",8/19/22, 9:59 AM,87
baby_1,"8/18/22, 9:38 AM",8/18/22, 9:38 AM,61
baby_1,"8/17/22, 10:12 AM",8/17/22, 10:12 AM,108
baby_1,"8/16/22, 9:32 AM",8/16/22, 9:32 AM,89
baby_1,"8/15/22, 10:24 AM",8/15/22, 10:24 AM,127
baby_1,"8/14/22, 8:48 AM",8/14/22, 8:48 AM,16
baby_1,"8/13/22, 10:02 AM",8/13/22, 10:02 AM,75
baby_1,"8/12/22, 9:33 AM",8/12/22, 9:33 AM,151
baby_1,"8/11/22, 9:32 AM",8/11/22, 9:32 AM,136
baby_1,"8/10/22, 9:18 AM",8/10/22, 9:18 AM,81
baby_1,"8/9/22, 6:34 PM",8/9/22, 6:34 PM,587
baby_1,"8/9/22, 9:10 AM",8/9/22, 9:10 AM,93
baby_1,"8/8/22, 5:52 PM",8/8/22, 5:52 PM,649
baby_1,"8/8/22, 10:01 AM",8/8/22, 10:01 AM,117
baby_1,"8/7/22, 9:36 AM",8/7/22, 9:36 AM,62
baby_1,"8/5/22, 6:04 PM",8/5/22, 6:04 PM,656
baby_1,"8/5/22, 9:32 AM",8/5/22, 9:32 AM,75
baby_1,"8/4/22, 6:19 PM",8/4/22, 6:19 PM,565
baby_1,"8/4/22, 9:24 AM",8/4/22, 9:24 AM,78
baby_1,"8/3/22, 5:36 PM",8/3/22, 5:36 PM,629
baby_1,"8/3/22, 9:12 AM",8/3/22, 9:12 AM,69
baby_1,"8/2/22, 5:30 PM",8/2/22, 5:30 PM,600
baby_1,"8/2/22, 9:29 AM",8/2/22, 9:29 AM,79
baby_1,"8/1/22, 5:26 PM",8/1/22, 5:26 PM,620
baby_1,"8/1/22, 9:17 AM",8/1/22, 9:17 AM,93
baby_1,"7/31/22, 11:00 AM",7/31/22, 11:00 AM,60
baby_1,"7/30/22, 10:15 AM",7/30/22, 10:15 AM,62
baby_1,"7/29/22, 9:48 AM",7/29/22, 9:48 AM,89
baby_1,"7/28/22, 5:54 PM",7/28/22, 5:54 PM,658
baby_1,"7/28/22, 9:16 AM",7/28/22, 9:16 AM,85
baby_1,"7/27/22, 6:36 PM",7/27/22, 6:36 PM,615
baby_1,"7/27/22, 9:24 AM",7/27/22, 9:24 AM,85
baby_1,"7/26/22, 6:05 PM",7/26/22, 6:05 PM,618
baby_1,"7/26/22, 10:05 AM",7/26/22, 10:05 AM,91
baby_1,"7/25/22, 8:39 AM",7/25/22, 8:39 AM,80
baby_1,"7/23/22, 9:15 AM",7/23/22, 9:15 AM,66
baby_1,"7/22/22, 9:44 AM",7/22/22, 9:44 AM,127
baby_1,"7/21/22, 10:39 AM",7/21/22, 10:39 AM,69
baby_1,"7/20/22, 8:19 AM",7/20/22, 8:19 AM,75
baby_1,"7/19/22, 9:34 AM",7/19/22, 9:34 AM,81
baby_1,"7/18/22, 9:19 AM",7/18/22, 9:19 AM,110
baby_1,"7/17/22, 10:01 AM",7/17/22, 10:01 AM,45
baby_1,"7/16/22, 10:37 AM",7/16/22, 10:37 AM,40
baby_1,"7/15/22, 9:21 AM",7/15/22, 9:21 AM,90
baby_1,"7/14/22, 9:26 AM",7/14/22, 9:26 AM,86
baby_1,"7/13/22, 10:41 AM",7/13/22, 10:41 AM,83
baby_1,"7/12/22, 10:46 AM",7/12/22, 10:46 AM,82
baby_1,"7/11/22, 12:45 PM",7/11/22, 12:45 PM,42
baby_1,"7/9/22, 8:31 AM",7/9/22, 8:31 AM,118
baby_1,"7/5/22, 11:13 AM",7/5/22, 11:13 AM,78
baby_1,"7/3/22, 9:22 AM",7/3/22, 9:22 AM,71
baby_1,"6/29/22, 10:23 AM",6/29/22, 10:23 AM,97
baby_1,"6/28/22, 6:15 PM",6/28/22, 6:15 PM,644
baby_1,"6/27/22, 4:39 PM",6/27/22, 4:39 PM,697
baby_1,"6/25/22, 6:32 PM",6/25/22, 6:32 PM,2047
baby_1,"6/25/22, 9:59 AM",6/25/22, 9:59 AM,45
baby_1,"6/24/22, 4:39 PM",6/24/22, 4:39 PM,739
baby_1,"6/23/22, 9:16 AM",6/23/22, 9:16 AM,106
baby_1,"6/21/22, 5:57 PM",6/21/22, 5:57 PM,603
baby_1,"6/21/22, 11:28 AM",6/21/22, 11:28 AM,61
baby_1,"6/19/22, 11:52 AM",6/19/22, 11:52 AM,50
baby_1,"6/18/22, 5:00 PM",6/18/22, 5:00 PM,718
baby_1,"6/17/22, 4:43 PM",6/17/22, 4:43 PM,721
baby_1,"6/16/22, 6:32 PM",6/16/22, 6:32 PM,609
baby_1,"6/16/22, 1:14 PM",6/16/22, 1:14 PM,17
baby_1,"6/15/22, 5:18 PM",6/15/22, 5:18 PM,729
baby_1,"6/14/22, 10:07 AM",6/14/22, 10:07 AM,98
baby_1,"6/13/22, 5:43 PM",6/13/22, 5:43 PM,662
baby_1,"6/12/22, 1:45 PM",6/12/22, 1:45 PM,71
baby_1,"6/12/22, 12:36 PM",6/12/22, 12:36 PM,47
baby_1,"6/11/22, 12:57 PM",6/11/22, 12:57 PM,91
baby_1,"6/10/22, 11:30 AM",6/10/22, 11:30 AM,60
baby_1,"6/8/22, 11:26 AM",6/8/22, 11:26 AM,86
baby_1,"6/7/22, 2:23 PM",6/7/22, 2:23 PM,44
baby_1,"6/6/22, 9:45 AM",6/6/22, 9:45 AM,33
baby_1,"6/2/22, 6:35 PM",6/2/22, 6:35 PM,640
baby_1,"6/2/22, 9:01 AM",6/2/22, 9:01 AM,87
baby_1,"6/1/22, 6:00 PM",6/1/22, 6:00 PM,630
baby_1,"5/31/22, 5:28 PM",5/31/22, 5:28 PM,691
baby_1,"5/30/22, 6:31 PM",5/30/22, 6:31 PM,642
baby_1,"5/27/22, 5:32 PM",5/27/22, 5:32 PM,3642
baby_1,"5/26/22, 5:48 PM",5/26/22, 5:48 PM,674
baby_1,"5/25/22, 5:31 PM",5/25/22, 5:31 PM,676
baby_1,"5/24/22, 4:56 PM",5/24/22, 4:56 PM,739
baby_1,"5/23/22, 4:57 PM",5/23/22, 4:57 PM,663
baby_1,"5/22/22, 3:55 PM",5/22/22, 3:55 PM,806
baby_1,"5/21/22, 11:42 AM",5/21/22, 11:42 AM,109
baby_1,"5/20/22, 6:26 PM",5/20/22, 6:26 PM,1035
baby_1,"5/19/22, 6:46 PM",5/19/22, 6:46 PM,721
baby_1,"5/19/22, 9:44 AM",5/19/22, 9:44 AM,82
baby_1,"5/18/22, 11:34 AM",5/18/22, 11:34 AM,62
baby_1,"5/17/22, 7:00 PM",5/17/22, 7:00 PM,637
baby_1,"5/16/22, 9:31 AM",5/16/22, 9:31 AM,86
baby_1,"5/15/22, 9:44 AM",5/15/22, 9:44 AM,87
baby_1,"5/14/22, 10:03 AM",5/14/22, 10:03 AM,66
baby_1,"5/13/22, 9:29 AM",5/13/22, 9:29 AM,117
baby_1,"5/11/22, 5:47 PM",5/11/22, 5:47 PM,627
baby_1,"5/11/22, 8:58 AM",5/11/22, 8:58 AM,86
baby_1,"5/10/22, 4:00 PM",5/10/22, 4:00 PM,747
baby_1,"5/9/22, 6:26 PM",5/9/22, 6:26 PM,670
baby_1,"5/8/22, 6:10 PM",5/8/22, 6:10 PM,1396
baby_1,"5/7/22, 10:31 AM",5/7/22, 10:31 AM,64
baby_1,"5/6/22, 7:29 PM",5/6/22, 7:29 PM,541
baby_1,"5/6/22, 10:47 AM",5/6/22, 10:47 AM,141
baby_1,"5/5/22, 7:05 PM",5/5/22, 7:05 PM,645
baby_1,"5/5/22, 9:56 AM",5/5/22, 9:56 AM,79
baby_1,"5/4/22, 10:18 AM",5/4/22, 10:18 AM,57
baby_1,"5/3/22, 7:29 PM",5/3/22, 7:29 PM,594
baby_1,"5/3/22, 10:02 AM",5/3/22, 10:02 AM,95
baby_1,"5/2/22, 7:35 PM",5/2/22, 7:35 PM,540
baby_1,"5/2/22, 10:03 AM",5/2/22, 10:03 AM,82
baby_1,"5/1/22, 7:36 PM",5/1/22, 7:36 PM,593
baby_1,"5/1/22, 9:16 AM",5/1/22, 9:16 AM,82
baby_1,"4/30/22, 6:20 PM",4/30/22, 6:20 PM,596
baby_1,"4/30/22, 10:05 AM",4/30/22, 10:05 AM,61
baby_1,"4/29/22, 6:25 PM",4/29/22, 6:25 PM,649
baby_1,"4/29/22, 9:41 AM",4/29/22, 9:41 AM,87
baby_1,"4/28/22, 7:08 PM",4/28/22, 7:08 PM,533
baby_1,"4/28/22, 10:16 AM",4/28/22, 10:16 AM,92
baby_1,"4/27/22, 6:59 PM",4/27/22, 6:59 PM,601
baby_1,"4/27/22, 10:06 AM",4/27/22, 10:06 AM,170
baby_1,"4/26/22, 6:18 PM",4/26/22, 6:18 PM,660
baby_1,"4/26/22, 10:40 AM",4/26/22, 10:40 AM,91
baby_1,"4/25/22, 6:54 PM",4/25/22, 6:54 PM,660
baby_1,"4/25/22, 10:00 AM",4/25/22, 10:00 AM,84
baby_1,"4/24/22, 6:38 PM",4/24/22, 6:38 PM,591
baby_1,"4/24/22, 10:05 AM",4/24/22, 10:05 AM,65
baby_1,"4/23/22, 7:20 PM",4/23/22, 7:20 PM,580
baby_1,"4/23/22, 9:59 AM",4/23/22, 9:59 AM,84
baby_1,"4/22/22, 10:00 AM",4/22/22, 10:00 AM,80
baby_1,"4/21/22, 7:19 PM",4/21/22, 7:19 PM,607
baby_1,"4/21/22, 10:45 AM",4/21/22, 10:45 AM,88
baby_1,"4/20/22, 10:10 AM",4/20/22, 10:10 AM,79
baby_1,"4/19/22, 6:36 PM",4/19/22, 6:36 PM,653
baby_1,"4/19/22, 10:55 AM",4/19/22, 10:55 AM,69
baby_1,"4/18/22, 6:17 PM",4/18/22, 6:17 PM,721
baby_1,"4/18/22, 10:13 AM",4/18/22, 10:13 AM,90
baby_1,"4/17/22, 7:01 PM",4/17/22, 7:01 PM,660
baby_1,"4/17/22, 10:21 AM",4/17/22, 10:21 AM,102
baby_1,"4/16/22, 9:32 AM",4/16/22, 9:32 AM,91
baby_1,"4/15/22, 6:54 PM",4/15/22, 6:54 PM,577
baby_1,"4/15/22, 9:51 AM",4/15/22, 9:51 AM,114
baby_1,"4/14/22, 6:35 PM",4/14/22, 6:35 PM,639
baby_1,"4/14/22, 10:33 AM",4/14/22, 10:33 AM,105
baby_1,"4/13/22, 6:45 PM",4/13/22, 6:45 PM,600
baby_1,"4/13/22, 9:01 AM",4/13/22, 9:01 AM,73
baby_1,"4/12/22, 6:44 PM",4/12/22, 6:44 PM,646
baby_1,"4/12/22, 9:28 AM",4/12/22, 9:28 AM,108
baby_1,"4/11/22, 6:30 PM",4/11/22, 6:30 PM,605
baby_1,"4/11/22, 9:34 AM",4/11/22, 9:34 AM,126
baby_1,"4/10/22, 6:41 PM",4/10/22, 6:41 PM,581
baby_1,"4/10/22, 9:47 AM",4/10/22, 9:47 AM,69
baby_1,"4/9/22, 6:53 PM",4/9/22, 6:53 PM,615
baby_1,"4/9/22, 10:00 AM",4/9/22, 10:00 AM,60
baby_1,"4/8/22, 6:18 PM",4/8/22, 6:18 PM,668
baby_1,"4/8/22, 7:43 AM",4/8/22, 7:43 AM,84
baby_1,"4/7/22, 7:18 PM",4/7/22, 7:18 PM,507
baby_1,"4/7/22, 9:15 AM",4/7/22, 9:15 AM,93
baby_1,"4/6/22, 7:06 PM",4/6/22, 7:06 PM,534
baby_1,"4/6/22, 9:20 AM",4/6/22, 9:20 AM,78
baby_1,"4/5/22, 6:45 PM",4/5/22, 6:45 PM,588
baby_1,"4/5/22, 9:40 AM",4/5/22, 9:40 AM,103
baby_1,"4/4/22, 6:49 PM",4/4/22, 6:49 PM,649
baby_1,"4/4/22, 10:02 AM",4/4/22, 10:02 AM,64
baby_1,"4/3/22, 7:28 PM",4/3/22, 7:28 PM,613
baby_1,"4/3/22, 10:06 AM",4/3/22, 10:06 AM,86
baby_1,"4/2/22, 7:04 PM",4/2/22, 7:04 PM,611
baby_1,"4/2/22, 10:08 AM",4/2/22, 10:08 AM,60
baby_1,"4/1/22, 7:00 PM",4/1/22, 7:00 PM,627
baby_1,"4/1/22, 9:58 AM",4/1/22, 9:58 AM,77
baby_1,"3/31/22, 6:43 PM",3/31/22, 6:43 PM,637
baby_1,"3/31/22, 11:44 AM",3/31/22, 11:44 AM,18
baby_1,"3/30/22, 7:27 PM",3/30/22, 7:27 PM,573
baby_1,"3/30/22, 10:30 AM",3/30/22, 10:30 AM,80
baby_1,"3/29/22, 6:55 PM",3/29/22, 6:55 PM,615
baby_1,"3/29/22, 9:42 AM",3/29/22, 9:42 AM,90
baby_1,"3/28/22, 7:00 PM",3/28/22, 7:00 PM,584
baby_1,"3/28/22, 10:38 AM",3/28/22, 10:38 AM,78
baby_1,"3/27/22, 6:35 PM",3/27/22, 6:35 PM,664
baby_1,"3/27/22, 10:05 AM",3/27/22, 10:05 AM,88
baby_1,"3/26/22, 8:15 PM",3/26/22, 8:15 PM,500
baby_1,"3/26/22, 10:16 AM",3/26/22, 10:16 AM,137
baby_1,"3/25/22, 6:15 PM",3/25/22, 6:15 PM,667
baby_1,"3/25/22, 10:33 AM",3/25/22, 10:33 AM,84
baby_1,"3/24/22, 7:07 PM",3/24/22, 7:07 PM,583
baby_1,"3/24/22, 9:56 AM",3/24/22, 9:56 AM,139
baby_1,"3/23/22, 6:40 PM",3/23/22, 6:40 PM,608
baby_1,"3/23/22, 10:13 AM",3/23/22, 10:13 AM,150
baby_1,"3/22/22, 6:10 PM",3/22/22, 6:10 PM,656
baby_1,"3/22/22, 9:59 AM",3/22/22, 9:59 AM,149
baby_1,"3/21/22, 7:06 PM",3/21/22, 7:06 PM,593
baby_1,"3/21/22, 9:50 AM",3/21/22, 9:50 AM,143
baby_1,"3/20/22, 6:57 PM",3/20/22, 6:57 PM,633
baby_1,"3/20/22, 10:01 AM",3/20/22, 10:01 AM,161
baby_1,"3/19/22, 9:00 PM",3/19/22, 9:00 PM,492
baby_1,"3/19/22, 9:58 AM",3/19/22, 9:58 AM,78
baby_1,"3/18/22, 5:52 PM",3/18/22, 5:52 PM,638
baby_1,"3/18/22, 10:08 AM",3/18/22, 10:08 AM,75
baby_1,"3/17/22, 6:33 PM",3/17/22, 6:33 PM,618
baby_1,"3/17/22, 9:39 AM",3/17/22, 9:39 AM,75
baby_1,"3/16/22, 6:52 PM",3/16/22, 6:52 PM,600
baby_1,"3/16/22, 10:16 AM",3/16/22, 10:16 AM,70
baby_1,"3/15/22, 6:59 PM",3/15/22, 6:59 PM,624
baby_1,"3/15/22, 10:53 AM",3/15/22, 10:53 AM,93
baby_1,"3/14/22, 7:40 PM",3/14/22, 7:40 PM,648
baby_1,"3/14/22, 10:30 AM",3/14/22, 10:30 AM,113
baby_1,"3/13/22, 6:25 PM",3/13/22, 6:25 PM,665
baby_1,"3/13/22, 9:42 AM",3/13/22, 9:42 AM,62
baby_1,"3/12/22, 6:06 PM",3/12/22, 6:06 PM,578
baby_1,"3/12/22, 9:38 AM",3/12/22, 9:38 AM,141
baby_1,"3/11/22, 6:34 PM",3/11/22, 6:34 PM,566
baby_1,"3/11/22, 9:59 AM",3/11/22, 9:59 AM,79
baby_1,"3/10/22, 6:09 PM",3/10/22, 6:09 PM,642
baby_1,"3/10/22, 10:23 AM",3/10/22, 10:23 AM,92
baby_1,"3/9/22, 6:38 PM",3/9/22, 6:38 PM,659
baby_1,"3/9/22, 9:50 AM",3/9/22, 9:50 AM,115
baby_1,"3/8/22, 6:25 PM",3/8/22, 6:25 PM,623
baby_1,"3/8/22, 9:46 AM",3/8/22, 9:46 AM,75
baby_1,"3/7/22, 6:38 PM",3/7/22, 6:38 PM,641
baby_1,"3/7/22, 9:58 AM",3/7/22, 9:58 AM,89
baby_1,"3/6/22, 6:21 PM",3/6/22, 6:21 PM,640
baby_1,"3/6/22, 10:02 AM",3/6/22, 10:02 AM,109
baby_1,"3/5/22, 6:34 PM",3/5/22, 6:34 PM,674
baby_1,"3/5/22, 9:44 AM",3/5/22, 9:44 AM,82
baby_1,"3/4/22, 7:46 PM",3/4/22, 7:46 PM,581
baby_1,"3/4/22, 9:43 AM",3/4/22, 9:43 AM,87
baby_1,"3/3/22, 8:02 PM",3/3/22, 8:02 PM,545
baby_1,"3/3/22, 10:13 AM",3/3/22, 10:13 AM,93
baby_1,"3/2/22, 6:22 PM",3/2/22, 6:22 PM,695
baby_1,"3/2/22, 10:15 AM",3/2/22, 10:15 AM,122
baby_1,"3/1/22, 8:02 PM",3/1/22, 8:02 PM,612
baby_1,"3/1/22, 10:24 AM",3/1/22, 10:24 AM,112
baby_1,"2/28/22, 7:09 PM",2/28/22, 7:09 PM,652
baby_1,"2/27/22, 8:32 PM",2/27/22, 8:32 PM,588
baby_1,"2/27/22, 9:58 AM",2/27/22, 9:58 AM,128
baby_1,"2/26/22, 9:50 PM",2/26/22, 9:50 PM,480
baby_1,"2/26/22, 10:29 AM",2/26/22, 10:29 AM,111
baby_1,"2/25/22, 8:31 PM",2/25/22, 8:31 PM,556
baby_1,"2/25/22, 11:05 AM",2/25/22, 11:05 AM,113
baby_1,"2/24/22, 7:12 PM",2/24/22, 7:12 PM,596
baby_1,"2/24/22, 10:22 AM",2/24/22, 10:22 AM,118
baby_1,"2/23/22, 6:40 PM",2/23/22, 6:40 PM,609
baby_1,"2/23/22, 10:06 AM",2/23/22, 10:06 AM,114
baby_1,"2/22/22, 8:13 PM",2/22/22, 8:13 PM,562
baby_1,"2/22/22, 9:52 AM",2/22/22, 9:52 AM,131
baby_1,"2/21/22, 6:32 PM",2/21/22, 6:32 PM,608
baby_1,"2/21/22, 9:49 AM",2/21/22, 9:49 AM,122
baby_1,"2/20/22, 7:04 PM",2/20/22, 7:04 PM,556
baby_1,"2/20/22, 9:27 AM",2/20/22, 9:27 AM,108
baby_1,"2/19/22, 7:11 PM",2/19/22, 7:11 PM,533
baby_1,"2/19/22, 10:17 AM",2/19/22, 10:17 AM,69
baby_1,"2/18/22, 5:49 PM",2/18/22, 5:49 PM,687
baby_1,"2/18/22, 10:02 AM",2/18/22, 10:02 AM,120
baby_1,"2/17/22, 6:16 PM",2/17/22, 6:16 PM,612
baby_1,"2/17/22, 10:07 AM",2/17/22, 10:07 AM,128
baby_1,"2/16/22, 6:15 PM",2/16/22, 6:15 PM,661
baby_1,"2/16/22, 9:30 AM",2/16/22, 9:30 AM,101
baby_1,"2/15/22, 7:08 PM",2/15/22, 7:08 PM,564
baby_1,"2/15/22, 10:11 AM",2/15/22, 10:11 AM,85
baby_1,"2/14/22, 6:32 PM",2/14/22, 6:32 PM,617
baby_1,"2/14/22, 9:50 AM",2/14/22, 9:50 AM,118
baby_1,"2/13/22, 6:41 PM",2/13/22, 6:41 PM,600
baby_1,"2/13/22, 10:47 AM",2/13/22, 10:47 AM,115
baby_1,"2/12/22, 6:17 PM",2/12/22, 6:17 PM,694
baby_1,"2/12/22, 10:24 AM",2/12/22, 10:24 AM,134
baby_1,"2/11/22, 6:30 PM",2/11/22, 6:30 PM,635
baby_1,"2/11/22, 10:13 AM",2/11/22, 10:13 AM,81
baby_1,"2/10/22, 6:35 PM",2/10/22, 6:35 PM,641
baby_1,"2/10/22, 9:50 AM",2/10/22, 9:50 AM,129
baby_1,"2/9/22, 6:51 PM",2/9/22, 6:51 PM,585
baby_1,"2/9/22, 9:25 AM",2/9/22, 9:25 AM,128
baby_1,"2/8/22, 5:41 PM",2/8/22, 5:41 PM,669
baby_1,"2/8/22, 9:49 AM",2/8/22, 9:49 AM,137
baby_1,"2/7/22, 6:24 PM",2/7/22, 6:24 PM,693
baby_1,"2/7/22, 9:55 AM",2/7/22, 9:55 AM,123
baby_1,"2/6/22, 6:16 PM",2/6/22, 6:16 PM,670
baby_1,"2/6/22, 9:20 AM",2/6/22, 9:20 AM,79
baby_1,"2/5/22, 7:32 PM",2/5/22, 7:32 PM,600
baby_1,"2/5/22, 10:49 AM",2/5/22, 10:49 AM,82
baby_1,"2/4/22, 8:45 PM",2/4/22, 8:45 PM,489
baby_1,"2/4/22, 9:44 AM",2/4/22, 9:44 AM,82
baby_1,"2/3/22, 7:28 PM",2/3/22, 7:28 PM,559
baby_1,"2/3/22, 9:36 AM",2/3/22, 9:36 AM,13
baby_1,"2/2/22, 7:17 PM",2/2/22, 7:17 PM,637
baby_1,"2/2/22, 10:25 AM",2/2/22, 10:25 AM,124
baby_1,"2/1/22, 6:52 PM",2/1/22, 6:52 PM,657
baby_1,"2/1/22, 10:55 AM",2/1/22, 10:55 AM,136
baby_1,"1/31/22, 7:05 PM",1/31/22, 7:05 PM,655
baby_1,"1/31/22, 10:16 AM",1/31/22, 10:16 AM,75
baby_1,"1/30/22, 7:09 PM",1/30/22, 7:09 PM,651
baby_1,"1/30/22, 10:08 AM",1/30/22, 10:08 AM,140
baby_1,"1/29/22, 8:18 PM",1/29/22, 8:18 PM,591
baby_1,"1/29/22, 9:52 AM",1/29/22, 9:52 AM,73
baby_1,"1/28/22, 6:30 PM",1/28/22, 6:30 PM,630
baby_1,"1/28/22, 10:02 AM",1/28/22, 10:02 AM,71
baby_1,"1/27/22, 6:19 PM",1/27/22, 6:19 PM,686
baby_1,"1/27/22, 9:27 AM",1/27/22, 9:27 AM,141
baby_1,"1/26/22, 6:29 PM",1/26/22, 6:29 PM,640
baby_1,"1/25/22, 6:05 PM",1/25/22, 6:05 PM,624
baby_1,"1/25/22, 10:20 AM",1/25/22, 10:20 AM,111
baby_1,"1/24/22, 6:28 PM",1/24/22, 6:28 PM,630
baby_1,"1/24/22, 10:12 AM",1/24/22, 10:12 AM,137
baby_1,"1/23/22, 7:10 PM",1/23/22, 7:10 PM,605
baby_1,"1/23/22, 11:01 AM",1/23/22, 11:01 AM,95
baby_1,"1/22/22, 6:07 PM",1/22/22, 6:07 PM,660
baby_1,"1/22/22, 9:59 AM",1/22/22, 9:59 AM,92
baby_1,"1/21/22, 7:18 PM",1/21/22, 7:18 PM,560
baby_1,"1/21/22, 8:10 AM",1/21/22, 8:10 AM,129
baby_1,"1/20/22, 7:02 PM",1/20/22, 7:02 PM,567
baby_1,"1/20/22, 10:08 AM",1/20/22, 10:08 AM,125
baby_1,"1/19/22, 6:40 PM",1/19/22, 6:40 PM,621
baby_1,"1/19/22, 9:52 AM",1/19/22, 9:52 AM,126
baby_1,"1/18/22, 6:17 PM",1/18/22, 6:17 PM,672
baby_1,"1/18/22, 9:34 AM",1/18/22, 9:34 AM,97
baby_1,"1/17/22, 6:19 PM",1/17/22, 6:19 PM,601
baby_1,"1/17/22, 9:12 AM",1/17/22, 9:12 AM,139
baby_1,"1/16/22, 5:49 PM",1/16/22, 5:49 PM,624
baby_1,"1/16/22, 9:23 AM",1/16/22, 9:23 AM,87
baby_1,"1/15/22, 7:04 PM",1/15/22, 7:04 PM,567
baby_1,"1/15/22, 9:38 AM",1/15/22, 9:38 AM,118
baby_1,"1/14/22, 6:30 PM",1/14/22, 6:30 PM,630
baby_1,"1/14/22, 10:20 AM",1/14/22, 10:20 AM,84
baby_1,"1/13/22, 6:49 PM",1/13/22, 6:49 PM,606
baby_1,"1/13/22, 10:10 AM",1/13/22, 10:10 AM,116
baby_1,"1/12/22, 6:39 PM",1/12/22, 6:39 PM,665
baby_1,"1/12/22, 9:55 AM",1/12/22, 9:55 AM,125
baby_1,"1/11/22, 7:03 PM",1/11/22, 7:03 PM,596
baby_1,"1/11/22, 10:21 AM",1/11/22, 10:21 AM,117
baby_1,"1/10/22, 7:15 PM",1/10/22, 7:15 PM,602
baby_1,"1/10/22, 10:20 AM",1/10/22, 10:20 AM,129
baby_1,"1/9/22, 6:44 PM",1/9/22, 6:44 PM,660
baby_1,"1/9/22, 9:18 AM",1/9/22, 9:18 AM,88
baby_1,"1/8/22, 6:57 PM",1/8/22, 6:57 PM,561
baby_1,"1/8/22, 10:09 AM",1/8/22, 10:09 AM,86
baby_1,"1/7/22, 6:04 PM",1/7/22, 6:04 PM,701
baby_1,"1/7/22, 9:52 AM",1/7/22, 9:52 AM,88
baby_1,"1/6/22, 7:27 PM",1/6/22, 7:27 PM,612
baby_1,"1/6/22, 10:18 AM",1/6/22, 10:18 AM,123
baby_1,"1/5/22, 6:56 PM",1/5/22, 6:56 PM,648
baby_1,"1/5/22, 10:12 AM",1/5/22, 10:12 AM,128
baby_1,"1/4/22, 6:54 PM",1/4/22, 6:54 PM,631
baby_1,"1/4/22, 10:02 AM",1/4/22, 10:02 AM,123
baby_1,"1/3/22, 6:25 PM",1/3/22, 6:25 PM,657
baby_1,"1/3/22, 9:50 AM",1/3/22, 9:50 AM,130
baby_1,"1/2/22, 6:45 PM",1/2/22, 6:45 PM,626
baby_1,"1/2/22, 9:34 AM",1/2/22, 9:34 AM,104
baby_1,"1/1/22, 9:36 AM",1/1/22, 9:36 AM,121
baby_1,"12/31/21, 6:28 PM",12/31/21, 6:28 PM,631
baby_1,"12/31/21, 10:49 AM",12/31/21, 10:49 AM,50
baby_1,"12/30/21, 6:35 PM",12/30/21, 6:35 PM,705
baby_1,"12/30/21, 10:07 AM",12/30/21, 10:07 AM,102
baby_1,"12/29/21, 6:45 PM",12/29/21, 6:45 PM,675
baby_1,"12/29/21, 10:19 AM",12/29/21, 10:19 AM,66
