total_wet_diapers,total_dirty_diapers,total_mixed_diapers,total_diapers,days_in_range,baby_1_wet_diapers_count,baby_1_dirty_diapers_count,baby_1_mixed_diapers_count,total_baby_1_diapers,baby_1_days_in_range,avg_baby_1_daily_diapers,baby_2_wet_diapers_count,baby_2_dirty_diapers_count,baby_2_mixed_diapers_count,total_baby_2_diapers,baby_2_days_in_range,avg_baby_2_daily_diapers,baby_3_wet_diapers_count,baby_3_dirty_diapers_count,baby_3_mixed_diapers_count,total_baby_3_diapers,baby_3_days_in_range,avg_baby_3_daily_diapers
1215,375,1135,2725,627,834,238,702,1774,517,3.43,25,8,93,126,30,4.2,356,129,340,825,83,9.94
